id,display_name,display_name_alternatives,orcid
A5077679032,Nomi Sofer,Nomi Sofer,
A5078389583,Anna Vijayan,Anna Vijayan,
A5078454092,Robbie Dembo,Robbie Dembo; R. Dembo,
A5079074013,Nwakaso N. Umejiego,Nwakaso N. Umejiego,
A5079114619,Ruoyu Guo,Ruoyu Guo,
A5079667806,Alexandra Piñeros Shields,A. Shields; Alexandra Piñeros Shields,https://orcid.org/0000-0002-9443-4875
A5080180933,Susannah S. Adel,Susannah S. Adel,https://orcid.org/0000-0002-9216-3979
A5080593277,Helaina J. Lehrer,Helaina J. S. Lehrer; Helaina J. Lehrer; H. Lehrer,
A5081537342,W. Woods Christopher,W. Woods Christopher; Wade‐Martins Christopher,
A5081969355,Linda M. Buckley,L M Buckley; Linda Buckley; Linda M. Buckley,
A5082034355,Creston F. Jamison,Creston F. Jamison,
A5082263636,Joel Herman,Joel Herman,
A5082826074,J. Bloustine,J. Bloustine; Joshua David Bloustine,
A5082967957,Wing-Kee Man,W.‐K. MAN; Wing‐Kee Man; W. K. Man,
A5083259389,James D. Stoesz,James D. Stoesz,
A5084080277,Ross Shaull,Ross Shaull,
A5084495783,Ariella Deem,Ariella Deem,
A5084705099,S M Wiener,Scott Wiener; S. M. Wiener,
A5084993754,Joseph G. O'Connor,Joseph G. O'Connor; J. G. O'CONNOR,
A5085448443,Muna Güvenç,M. Güven Güvenç; Muna Güvenç,https://orcid.org/0000-0001-9707-0934
A5085471567,Sara Chaganti,Sara Chaganti,
A5085528225,Catherine J. Robbins,Catherine J. Robbins,
A5085708518,Sarah J. Halford,Sarah J. Halford,https://orcid.org/0000-0001-5173-4686
A5086120368,Jean Bernard Hishamunda,Jean Bernard Hishamunda; Jean B. Hishamunda,
A5086126779,Albert E. Murray,Albert E. Murray,
A5086531050,Gabrielle J. Dugas,Gabrielle J. Dugas; Gabrielle Dugas,
A5086563627,Donald Francis Durocher,Donald F. Durocher; Donald Francis Durocher; Donald Durocher,
A5086580688,Lauren Crosser,Lauren Crosser,https://orcid.org/0000-0003-1161-7869
A5086820478,Efrat Eilat,Efrat Eilat,
A5087038288,Jacob Burg,Jacob Burg,
A5087199997,Denise Burke Aske,Denise Aske; Denise B. Aske; Denise Burke Aske,https://orcid.org/0000-0001-7486-837X
A5087290855,M. Soares-Santos,M. Soares‐Santos,
A5088386364,Malavika A. Nair,M. Nair; Malavika A. Nair; Ms. Divya Nair,
A5089084625,Melinda D'Ippolito,Melinda D'Ippolito,
A5089925785,Ludmilla Kolmakova-Partensky,Ludmilla Kolmakova‐Partensky; L. Kolmakova‐Partensky,
A5090034265,Nechama Sammet Moring,Nechama Sammet Moring,
A5090820484,J. Lightbody,J. E. Lightbody; J. Lightbody; James Lightbody,
A5091414409,Sherry Israel,Sherry Israel,
A5091636185,HE Yan-ni,HE Yan‐ni,
A5092703176,Paul R. Flohr,Paul R. Flohr; Paul Flohr,
A5094439935,John Badgley,John Badgley,
A5094674678,Nazli Kibria,Nazli Kibria,
A5094808132,Yusof Ishak,Yusof Ishak,
A5095010190,Naomi Chazan,Naomi Chazan,
A5099537812,J Witkowski,J Witkowski,
A5101190992,Dorothy Kim,Dorothy Kim,
A5101699012,Thư Lê,Thư Lê; Thu Vân Lê; Thu Le,https://orcid.org/0000-0002-9365-338X
A5102167423,Nikhil Goyal,Nikhil Goyal,
A5102497115,Anne Joseph,Anne Joseph; Anne M. Joseph,
A5102510191,Liang Minglin,Liang Minglin,
A5103051253,K Mani,Kevin Mani; K. Mani,https://orcid.org/0000-0002-7883-8351
A5103586655,Jeff Herman,Jeff Herman,
A5104069719,Rebecca Barton,Rebecca Barton,
A5104077350,DS Shepard,DS Shepard,
A5104718584,Franc ̧ois-Xavier,Franc ̧ois‐Xavier,
A5105179970,G. Amundsen,G. Amundsen,
A5105216057,H. Wellenstein,H. Wellenstein,
A5105225592,S. Pospisil,S. Pospisil,
A5105238595,G. Sciolla,G. Sciolla,
A5105263095,N. Skvorodnev,N. Skvorodnev,
A5105296240,H. Wellenstein,H. Wellenstein,
A5105342320,D. Partos,D. Partos,
A5105625129,G Sciolla,G. Sciolla,
A5105782532,S. Gozpinar,S. Gozpinar,
A5105936101,K. Zengel,K. Zengel,
A5106182752,M. Kirk,M. Kirk,
A5106439327,Zi Long,Zi Long,
A5106459221,A. Venturini,A. Venturini,
A5106459481,K. Zengel,K. Zengel,
A5107174634,Maximilian Goblirsch-Kolb,Maximilian Emanuel Goblirsch‐Kolb; Maximilian Goblirsch‐Kolb,
A5107253664,J. F. C. Wardle,J. F. C. Wardle,
A5107397112,A.L. Moreira De Carvalho,A.L. Moreira De Carvalho,
A5107833363,L.E. Kirsch,L.E. Kirsch,
A5107871848,G. Amundsen,G. Amundsen,
A5107903214,S. Shrestha,S. Shrestha,
A5107912681,M. Goblirsch-Kolb,M. Goblirsch‐Kolb,
A5107915774,G. Sciolla,G. Sciolla,
A5107924737,S. Solomon,S. Solomon,
A5107943001,P. Riedler,P. Riedler,
A5108142114,D. T. Zenger,D. T. Zenger,
A5108321208,Naixuan Zhao,Naixuan Zhao,
A5108616957,Sangeetha Sriram,Sangeetha Sriram,
A5109147633,Yi‐Qun Shi,Yi‐Qun Shi,
A5109449674,Sari B. Samuels,Sari B. Samuels,
A5109523487,Joseph Vasey,Joseph Vasey,
A5109562518,Gregory A Petsko,Gregory A. Petsko,
A5109695279,Evelyn Keefer,Evelyn Keefer,
A5109814457,L. Kirsch,L. Kirsch,
A5110026098,Wm. P. Jencks,Wm. P. Jencks,
A5110027991,Carolyn Cohen,Carolyn Cohen,
A5110084610,Steve Fournier,Steve Fournier,
A5110127292,B. Clark,B. Clark; B.O. Clark; Bob Clark,
A5110229466,Jeffrey C Hall,Jeffrey C Hall,
A5110466095,Andrea Kaiser,Andrea Kaiser; A. Kaiser; A. D. Kaiser,
A5110880909,Robert Kohn,R Kohn; Robert Kohn; Robert P. Kohn,
A5110911263,DA Wheeler,Da Wheeler,
A5111743209,M Siegel,M Siegel; Mark Siegel; M P Siegel,
A5111834730,Norimichi Kinoshita,Norimichi Kinoshita,
A5112802441,S. Brown,Stuart Gerry Brown; S. Brown,
A5112906630,Alex Bisson,Alex Bisson,
A5113052709,Sophie V Griswold,Sophie V. Griswold,https://orcid.org/0000-0003-2340-9602
A5113096808,Gurbir Arora,Gurbir Arora,
A5113970865,C W Dickey,Chad Dickey; C W Dickey,
A5000590504,Arnold D. Litt,Arnold D. Litt,
A5000706980,Huxley He,Huxley He,
A5000730094,Jennifer Meagher,Jennifer Meagher,
A5000952801,Rachel Busby,Rachel Busby,https://orcid.org/0000-0003-0268-3282
A5001381841,Lewis A. Coser,Lewis A. Coser,
A5001483793,Robin Schectman,Robin Schectman,
A5001562328,Joanne Y. Shih,Joanne Y. Shih,
A5001702998,S. Na,S. Na,
A5001960822,Alexandre Bisson,A. C. Bisson; Alexandre Bisson,
A5002405944,Peter Castle,Peter W. Castle; Peter Castle,
A5002824898,Judith K. Rosenberg,Judith Rosenberg; Judith K. Rosenberg,
A5002900257,Joanna Taylor,Joanna Taylor; Joanna Mary Therese Taylor,https://orcid.org/0009-0004-4246-5241
A5002985987,Jacob Vinay Vikas Konakondla,Jacob V. Konakondla; Jacob Vinay Vikas Konakondla; Vinay Vikas Konakondla-Jacob,https://orcid.org/0000-0003-1328-9395
A5003018296,Mary Jo Larcom,M. J. Larcom; Mary Jo Larcom,
A5003071908,Steven J. H. Chen,Steven J. H. Chen; S. J.‐H. CHEN,
A5003340507,Isabel Cepeda,Isabel Cepeda,
A5003380621,Ines Grom-Mansencal,Ines Grom‐Mansencal,
A5003728125,Grace M Cuenco,Grace M. Cuenco,
A5004152549,Zachary Lipkin-Moore,Zachary Lipkin‐Moore,
A5004833491,Hayley M. Browdy,Hayley M. Browdy,
A5005109534,Stefan Pescatore,Stefan Pescatore,
A5005412166,Padraig Niall Murphy,Padraig Niall Murphy; P.N. Murphy; Padraig N. Murphy,
A5005614072,Katherine Pruzan,Katherine Pruzan,
A5005771150,Paul Salstrom,Paul Salstrom,
A5006129473,D. N. Lobovits,D. N. Lobovits; Daniel Lobovits,
A5006711299,Darlene K. Winkelman,Darlene K. Winkelman,
A5006926668,Mary E. Farbman,Mary E. Farbman,
A5007101399,Hannah Provenza,Hannah Provenza,
A5007326214,Naren Sundararajan,Naren Sundararajan,
A5007448572,Ann Conway,Ann C. Conway; Ann Conway,
A5007908615,Sherwood C. Lewis,Sherwood C. Lewis,
A5007963459,Ruoxi W. Wang,Ruoxi W. Wang,
A5007993228,Mitchell Peran,Mitchell Peran; Mitchell J Peran,https://orcid.org/0000-0001-8341-1662
A5008595847,Shaurav Regmi,Shaurav Regmi,
A5008676142,Keith Marple,Keith Marple,
A5008676643,Patrick Tufts,Patrick Tufts,
A5008855359,Frank Rigg,Frank Rigg; F J RIGG,
A5008981240,Steven Del Signore,Steven Del Signore,
A5009899389,Kyle H. Lee,Kyle H. Lee,
A5011154639,Glenn A. Toczko,G. A. TOCZKO; Glenn A. Toczko,
A5011455047,Emma Rivellese,Emma Rivellese,
A5011563560,Elizabeth Nyamupachitu-Mago,Elizabeth Nyamupachitu‐Mago,
A5011718043,Mara Brill,Mara Brill,
A5012236179,Valérie Bettaque,Valérie Bettaque,https://orcid.org/0009-0006-9778-8341
A5012814065,Barry John Donahue,Barry John Donahue; B. Donahue,
A5013111297,Naomi Sinai,Naomi Sinai; N. Sinai,
A5013849576,Deniz Kizildag,Deniz Kizildag,
A5014059042,Jennifer Desrochers,Jennifer Desrochers,
A5014301027,Edward J. Wilkins,Edward J. Wilkins,
A5014408410,Charles J. Ciotti,Charles J. Ciotti; C. J. Ciotti,
A5015003360,Lijun Bu,Bu LiJun; Lijun Bu,
A5015780191,T. Aleksiev,Tyanko Aleksiev; T. Aleksiev,
A5016260508,Jeremy J. Ahouse,Jeremy Ahouse; J J Ahouse; Jeremy J. Ahouse,
A5016282698,Susan L. Malbin,Susan L. Malbin,
A5016504830,Martha Thompson,M. A. Thompson; Martha Thompson,
A5016624925,Anatoly Rinberg,A. Rinberg; Anatoly Rinberg,
A5017084986,Menahem Cohen,M. L. Cohen; Melissa Cohen; Menahem Cohen,
A5017614111,P.S. Steindel,Philip Steindel; P.S. Steindel,
A5017949628,J. A. Berglund,J. A. Berglund,
A5018205190,Clare Hammonds,Clare Hammonds,
A5018264238,Katarina J. Ruscic,Katarina Ruscic; Katarina J. Ruscic,
A5018490409,Sara Towsley,Sara Towsley,
A5018673992,Jennifer Genova,Jennifer Genova,
A5019064670,Ismail Ndalami Salihu,Ismail Ndalami Salihu; Ismail Ndalami Salihu,https://orcid.org/0000-0002-8405-1934
A5019163635,Tracey Seier,Tracey A Seier; Tracey Seier,
A5019166848,Natalie Chin,Natalie Chin; N.L.J. Chin,
A5020038950,Mingus Mapps,Mingus Mapps,
A5020067691,Christina Quasney,Christina Quasney,
A5020219163,Sarah K Stumper,Sarah K. Stumper,
A5020481527,G. B. Sephton,G. B. Sephton,
A5020788198,Capitman Ja,Capitman Ja,
A5020823779,Lucia Finotto,Lucia Finotto,
A5020963705,Sanjit Bose,Sanjit Bose,
A5021247907,Eilin Holtan Torgersen,Eilin Holtan Torgersen; Eilin Torgersen,
A5022252680,Travis Rogers,Travis Rogers,
A5022427652,Julia Matson,Julia Matson,
A5023266111,Samantha R. Lee,S. Lee; Samantha R. Lee,https://orcid.org/0000-0002-9225-3077
A5024155172,James Sheehy,James Sheehy; J Sheehy,https://orcid.org/0000-0001-8368-1160
A5024212524,Elizabeth A. Gifford,Elizabeth A. Gifford; Elizabeth Gifford,
A5024265977,James A. Chiarelli,James A. Chiarelli,
A5024437036,I.L. Givot,I Givot; I.L. Givot,
A5024437043,Demian Park,Demian Park,
A5025785816,Kim Godsoe,Kim Godsoe,
A5025847920,Anna Chou,Anna Chou,
A5025994184,Koshelev Elizabeth,Koshelev Elizabeth; Elizabeth Koshelev,
A5026086119,Mareshia D. Donald,Mareshia D. Donald,
A5026172503,Haim Levanon,Haim Levanon,
A5026193080,Xiaoqi Tang,Xiaoqi Tang,
A5026309452,Xiao-Chuan Cai,Xiao‐Chuan Cai,
A5026371977,Xiu Xia Sun,Xiu Xia Sun,
A5026557422,Daniel Kohn,Daniel B. Kohn; Daniel Kohn,
A5027694907,Mark Rozencwaig,Mark Rozencwaig,https://orcid.org/0009-0009-2082-4983
A5028146085,Mubarak E. Awad,Mubarak Awad; Mubarak E. Awad,
A5028211497,Adam Schwartzbaum,Adam A Schwartzbaum; Adam Schwartzbaum,
A5028222476,Isaac Paddy,Isaac Paddy; Isaac A. Paddy,https://orcid.org/0000-0002-6090-2191
A5028367146,Manlung Ma,Man‐Lung Ma; Manlung Ma,
A5028549490,Jon Schlesinger,Jon Schlesinger,https://orcid.org/0000-0003-2412-131X
A5028606086,Raíssa M Gervasio,Raíssa M Gervasio; R Gervasio,https://orcid.org/0000-0002-1510-2734
A5029067778,Bernadette Wing,Bernadette Wing,
A5029120661,J. Maryott,Jessica Maryott; J. Maryott,
A5029798216,S. S. Schweber,S. S. Schweber,
A5031176703,Simon A. Wesley,Simon A. Wesley; S. A. Wesley,
A5031275509,Elena Sapède,Elena Sapède,
A5031746343,Gloria Aldana,Gloria Aldana; G. J. Aldana,
A5032151150,Vivian Baer-Weiss,Vivian Baer‐Weiss,
A5032218343,Khuzaima Mama,Khuzaima Mama,
A5032688374,Lily Scheindlin,Lily Scheindlin; L Scheindlin,
A5033090877,René P. Gfeller,René P. Gfeller; Rene P. Gfeller,
A5033147733,N. Barash-Schmidt,N. Barash‐Schmidt,
A5033307069,Sarah Taghvai Soroui,Sarah Soroui; Sarah Taghvai Soroui; Sarah T. Soroui,https://orcid.org/0000-0002-6365-869X
A5033775130,D. Kudejira,D. Kudejira; Denboy Kudejira,
A5033845874,Daniel Acker,Daniel Acker; Daniel W. M. Acker,https://orcid.org/0000-0001-7955-0248
A5033922333,Gess Kelly,Gess Kelly,
A5034075931,Thomas Thüne,Thomas Thüne; T. Thüne,
A5034350401,Kirsten Brand,Kirsten Brand; Kirsten A. Brand,
A5035907006,Mario O. Bourgoin,Mario O. Bourgoin,
A5036176315,Joseph Rauch,Rauch Joseph; Joseph Rauch,https://orcid.org/0000-0001-9965-8045
A5036605160,Richard Gunning,Richard Gunning; R. Gunning,
A5036870180,Armine Avetisyan,Armine Avetisyan; A. G. Avetisyan; Ani Avetisyan,https://orcid.org/0000-0003-3673-6696
A5036923412,Rachel K. Carver-Brown,Rachel K. Carver‐Brown; R.K. Carver‐Brown,
A5036978465,Faigel Hc,HC Faigel; Faigel Hc,
A5037089953,Janna Kaplan,Janna Kaplan,https://orcid.org/0000-0002-0667-3308
A5037348800,David L. Post,David L. Post,
A5038393389,Milton Malcolm,Milton Malcolm; Malcolm Milton,
A5039270508,Raymond Adman,Raymond Adman; R. Adman,
A5039348012,A. W. Gray,A. Gray; A. W. Gray,
A5039591629,Allyson Livingstone,Allyson Livingstone,
A5039797549,Karishma Bulsara,Karishma Bulsara; Karishma K Bulsara,
A5039873765,Jessica Santos,Jessica Santos; Jéssica Bezerra dos Santos,
A5040709909,Eli Embleton,Eli Embleton,
A5041243748,Achilles J. Sanchez,Achilles J. Sanchez,
A5041567075,Sharon Feiman Nemser,Sharon Feiman Nemser,
A5042490557,Rafael I. Rubenstein,Rafael I. Rubenstein; Rafael Rubenstein,
A5042542765,Kathleen Keck,Kathleen Keck; K Keck,
A5043049168,Judith Feher,Judith Feher,
A5044229788,Amy Q. Li,Amy Q. Li,
A5044322153,Abeles Rh,RH Abeles; Abeles Rh,
A5044325054,Jessica K. Laufer,Jessica K. Laufer,
A5045069289,Chris Tompkins,Chris Tompkins; C. W. Tompkins,
A5045392809,Mary Lee York,Mary Lee York,
A5045447681,Judith Stauber,Judith F. Stauber; Judith Stauber,
A5045551792,Gwendolyn Carter,Gwendolyn Carter,
A5045675010,Y Kipervarg,Y. Kipervarg,
A5045686058,Yasmin Marrero,Yasmin Marrero,
A5045727815,Ludi Yang,L.‐L. Yang; Ludi Yang,
A5046112721,Jan Civian,Jan Civian; Jan T. Civian,
A5046161213,Seneca J. Scott,Seneca J. Scott; Seneca Scott,https://orcid.org/0009-0004-7591-5990
A5046323611,R. Chafel,Rebecca M. Chafel; R. Chafel,
A5046449706,Anthony Cai,Anthony Cai,https://orcid.org/0000-0001-7731-2481
A5046451284,S. Cushner,Stephen Cushner; S. Cushner,
A5046477929,Michael Applebaum,M. N. Applebaum; Michael Applebaum; M. Applebaum,
A5047473667,Micaela Kaplan,Micaela Kaplan,
A5047579694,Barbara F. Shatkin,Barbara F. Shatkin,
A5047628671,Dorothy Read Freifelder,Dorothy Read Freifelder,
A5048323856,Agnes C. Jacquier,Agnes C. Jacquier,
A5048433888,Tingdong Chen,Tingdong Chen,
A5048463096,Jonathan Neil V. Erasmo,Jonathan Neil Erasmo; Jonathan Neil V. Erasmo,
A5048722438,Megan Clough Groshek,Megan Clough Groshek,
A5048784601,Janelle Mills,Janelle Mills,
A5049203026,R. Tawel,Raoul Tawel; R. Tawel,
A5049383524,Ali Aghvami,Ali Aghvami,
A5049454003,Sirano Dhe-Paganon,Sirano Dhe‐Paganon; S. DHE‐PAGANON,
A5049662740,Tarryn E. Mcghie,Tarryn E. Mcghie; Tarryn McGhie,
A5050282005,M.H.S. Lee,Margaret Lee; M.H.S. Lee,
A5050537852,Frederick C. Gabrielson,Frederick C. Gabrielson; F. Gabrielson,
A5050580990,Bryan Andrew Lober,Bryan Andrew Lober; Bryan A Lober,
A5050610681,Anthony T. Vaver,Anthony T. Vaver,
A5051180337,Jeanne Rim,Jeanne Rim,
A5051269736,Justin Sher,Justin A. Sher; Justin Sher,
A5051717097,Benjamin H. Rosenfeld,Benjamin H. Rosenfeld,https://orcid.org/0000-0002-4820-8316
A5051987736,K.J. Marshall,Kelly Marshall; K.J. Marshall,
A5052152172,Stephan O. Nwaukwa,Stephan O. Nwaukwa; S. O. NWAUKWA,
A5052224408,Marina Haworth,Marina Haworth,
A5052262942,Katelyn R Parisi,Katelyn R. Parisi,
A5052477436,Pavel Bandarchuk,Pavel Bandarchuk,
A5052490468,DANIEL LEE CARTER,DANIEL LEE CARTER,
A5053149340,Olive Musoni,Olive Musoni,
A5054118389,Robert Lazar,Robert Lazar,
A5054985833,T. Méndez Faith,Tomislav Faith; T. Méndez Faith,
A5055224496,Arthur Green,Arthur Green,
A5055406954,M M Zaman,M M Zaman; MA Zaman,
A5055535837,Amy Singer,Amy Singer,
A5056793467,Emily A. Calobrisi,Emily A. Calobrisi,https://orcid.org/0000-0003-0575-2378
A5056909083,Joan Knudsen,Joan Knudsen; J.C. Knudsen,
A5057762654,Eddie Galvez,E.F. Galvez; Eddie Galvez; E. Galvez,
A5058166996,Y. Yang,Y. Yang,
A5058260741,Warren J. Blackstone,Warren J. Blackstone,
A5058866879,Carina Ray,Carina Ray,
A5058923467,S. Ilan Troen,S. Ilan Troen,
A5059375801,Anne Gregory,Anne Gregory,
A5059444254,zhaoxi zheng,zhaoxi zheng,
A5059654377,Anne Verbeck Sorber,Anne Verbeck Sorber; Anne Sorber,
A5060383470,Kayla M. Ladd,Kayla M. Ladd,https://orcid.org/0000-0001-5289-4729
A5060448946,Sheila Brachfeld,Sheila Brachfeld,
A5060535740,J. G. Bovarnick,Joan Givner Bovarnick; J. G. Bovarnick,
A5060891001,Joel Katcoff,Joel Katcoff,
A5060937921,B Paul,B Paul; Barry Paul,
A5061040635,John Philip Averell,J. P. Averell; John Philip Averell,
A5061513487,Trina R. Sarafi-Reinach,Trina R. Sarafi‐Reinach,
A5061577024,A.L. Wang,AiPing Wang; A.L. Wang,
A5061921257,Guillermo Narváez Paliza,Guillermo Narváez Paliza; Guillermo Narvaez Paliza,
A5062224973,Reethy Sundar,Reethy Sundar,
A5062439889,Mark R. Green,Mark R. Green,
A5062920237,Sophie Trachtenberg,Sophie Trachtenberg,https://orcid.org/0000-0002-8917-9435
A5063125822,Sean L. Cotton,Sean L. Cotton,
A5063177880,Susan A. Bangasser,Susan A. Bangasser; S Bangasser,
A5063386110,Kristine A. Mackin,Kristine Mackin; Kristine A. Mackin,
A5063730645,T. M. MILLER,Tamara Miller; T. M. MILLER,
A5063954402,Neha Koundinya,Neha Koundinya,
A5064529279,Jeanne P George,J George; Jeanne George; Jeanne P George,
A5064650378,Fenghua Dong,Fenghua Dong,
A5064671237,Dan Sfedj,Dan Sfedj,
A5064922391,Mengnan Zhu,Mengnan Zhu,
A5065475178,Carmela Belizaire,Carmela Belizaire; C. Belizaire,
A5065650330,Austin M. Bannister,A. BANNISTER; Austin Bannister; Austin M. Bannister,https://orcid.org/0000-0001-7371-7596
A5066143578,P. W. Inward,P. W. Inward,
A5066466355,C M Mulliken,C.M. Mulliken,
A5066826584,S J Kulkarni,S J Kulkarni,
A5067008509,Wendy Hodge,Wendy Hodge; W. Andrew Hodge,
A5067043933,Don Murray,Don Murray; D. W. Murray,
A5067131525,MH Briggs,Briggs Mh; MH Briggs; M Briggs,
A5067570960,Julia K. Apiki,Julia Apiki; Julia K. Apiki,https://orcid.org/0000-0002-4493-9306
A5067650425,Justin Curran,Justin Curran; J. L. CURRAN,https://orcid.org/0000-0003-1648-513X
A5067820488,Mingqi Sha,Mingqi Sha,
A5068839153,Thomas K. Ranuga,Thomas K. Ranuga,
A5069438441,Emily H. Chen,Emily H. Chen,
A5069571195,Evan Sayer,Evan Sayer,
A5069621952,Margarete Landsberg,M. Karen Landsberg; Margarete Landsberg,
A5069624846,Margarita M. Cooley,Margarita M. Cooley,
A5070498638,Kristiana M. Hubley,Kristiana Hubley; Kristiana M. Hubley,
A5070508314,Marina V. Busuyek,Marina V. Busuyek,
A5070538530,Elizabeth Baran,Elizabeth Baran,
A5070895998,Mari May,M. May; Mari May; M.M. May,
A5071601688,Barbara Cunningham,Barbara Cunningham,
A5071723254,Anand Mahadevan,Anand Mahadevan,https://orcid.org/0000-0002-4689-4885
A5073340200,Zachary Feiger,Zachary Feiger,
A5074157107,Narayanan Badri,Narayanan Badri,
A5074754202,Miguel Schneider Fontán,Miguel S. Fontan; Miguel Schneider Fontán; Miguel Schneider Fontan,
A5075018207,Y. Zhu,Y. Zhu,
A5075352381,Joseph Weisberg,Joseph Weisberg; Joseph M. Weisberg,https://orcid.org/0009-0001-6051-6936
A5075519439,V.N. Sivanandam,V.N. Sivanandam,
A5076570258,John Capeci,John Capeci,
A5076848469,Carol A. Prost,Carol A. Prost; Carol Prost,https://orcid.org/0000-0002-6848-3833
A5076882937,Martin Connor,Martin F. Connor; Martin Connor,
A5076927021,Samuel Aviles,Samuel Aviles,
A5077128260,V L Truong,V L Truong; Vu L Truong,
A5077516100,Olawale Olaleye,O.A Olaleye; Olawale Olaleye,
A5077705930,Nancy Simms,N. Simms; Nancy Simms,
A5078200102,Ian William Olivo Read,Ian Read; Ian William Olivo Read,https://orcid.org/0000-0003-3435-9516
A5078711443,Gideon Rappaport,Gideon Rappaport,
A5078839198,Zachary Yocum,Zachary Yocum,
A5078919855,Daniel Nussbaum,Daniel Nussbaum,https://orcid.org/0000-0003-0498-4564
A5079026014,Edward Levitan,Edward Levitan,
A5079088369,Margaret L. Stubbs,Margaret L. Stubbs,
A5079889945,Jacob T. Nathanson,Jacob T. Nathanson,
A5079999838,Loren G. Kabat,Loren G. Kabat; Loren Kabat,
A5080100847,Kelleigh Kennedy,Kelleigh Kennedy,
A5080116544,G.L. Guttrich,G. L. Guttrich,
A5080513465,Fengting Huang,Fengting Huang,https://orcid.org/0009-0005-3978-4935
A5081232511,Andrea Guerrero,Andrea Guerrero; A.M. Guerrero,
A5082203637,Jungoh Ham,Jungoh Ham,
A5082454721,Aminul Huq,Aminul Huq,
A5082619951,Samuel F. Nassar,Samuel F. Nassar,
A5083004213,Nancy Manzik,Nancy Manzik; N Manzik,
A5083358855,Danni Cao,Danni Cao; D J Cao,
A5083655708,Denise M Hilton,Denise M. Hilton,https://orcid.org/0000-0003-1577-1855
A5083700458,Amikam Cohen,Amikam Cohen; A. L. Cohen,
A5083799691,Jessica L. D'Agostino,Jessica L. D'Agostino,
A5083864228,Chelsea Groves Kuhnle,Chelsea Groves Kuhnle,https://orcid.org/0000-0001-6938-9307
A5083907464,John M. Daniels,John M. Daniels,
A5085123805,T. Doherty,Taylor Marie Doherty; T. Doherty,https://orcid.org/0000-0002-9378-1576
A5085207778,Deborah A. Judelson,Deborah A. Judelson; D. A. JUDELSON; Deborah Judelson,
A5085508795,Ruocong Tang,Ruocong Tang,
A5085576935,Mary C. Barrett,M C Barrett; M. Barrett; Mary C. Barrett,
A5085650389,J. Chen,J. Chen,
A5085683630,Dan Araki,Dan Araki,
A5085751940,Nadia Y. Kim,Nadia Y. Kim,
A5085780604,Sue Yen Tay,Sue Yen Tay,
A5085944782,Nicolette Barber,Nicolette Barber,https://orcid.org/0000-0002-6663-5338
A5086640480,Rabia Belt,Rabia Belt; R. Belt,
A5086676302,Megan J. Limbert,Megan J. Limbert,
A5086952878,Zheng Zhou,Zhou Zheng; Zheng Zhou,https://orcid.org/0000-0001-9313-2106
A5087027483,P. M. KEEHN,P. M. KEEHN,
A5087320032,Alan Berger,Alan Berger,
A5087330787,Carly Murphy,C.L. Murphy; Carly Murphy,
A5087570108,Olga V. Barykina‐Tassa,Olga V. Barykina‐Tassa,
A5087593640,Elisabeth Okrant,Elisabeth Okrant,
A5087660011,X Chen,X Chen,
A5087776327,Maria I Agudelo,MARIA I. AGUDELO; Maria I Agudelo,
A5088315237,Y. Liu,Y. Liu,
A5088704193,Alex Feinman,Alex Feinman,
A5088775650,Kay Pine,Kay S. Pine; Kay Pine,
A5089676211,Nicholas Herndon,Nicholas Herndon,https://orcid.org/0000-0003-4605-2052
A5089832966,Ziyanda Stuurman,Ziyanda Stuurman,
A5090903621,Subhadra Mokashe,Subhadra Mokashe,https://orcid.org/0000-0002-5425-2903
